V1,V2,V3
l,1271,257
l,1030,241
l,3,516
l,22,474
l,26,525
l,33,486
l,113,1237
l,71,1216
l,12,967
l,94,981
l,29,1039
l,19,1009
l,15,866
l,8,1065
l,183,1254
l,188,1228
l,136,1216
l,110,1184
