V1,V2,V3
l,129,411
l,82,416
l,47,500
l,68,495
l,21,453
l,40,483
l,7,500
l,65,439
l,42,444
l,890,423
l,887,418
l,887,423
l,836,350
l,841,292
l,855,395
l,943,544
l,962,525
l,1004,532
l,883,577
l,789,666
l,773,682
l,768,708
l,691,729
l,775,752
l,721,712
l,1777,990
l,1991,1004
l,1940,988
l,1994,1020
l,1996,936
l,1984,957
l,1900,1093
l,1896,1058
l,1877,1053
l,1870,1030
l,1898,1158
l,1935,1226
l,1998,1251
l,1987,1277
l,1980,1293
l,1893,1216
l,1868,1209
l,1858,1209
l,1660,848
l,1681,855
l,1667,831
l,1744,780
l,1718,740
l,1851,838
l,1844,806
l,1891,715
l,1879,717
l,1900,719
l,1886,794
l,1870,766
l,1868,740
l,1938,885
l,1914,880
l,1956,848
l,1667,827
l,1662,848
l,1760,920
l,1695,969
l,1676,955
l,1819,983
l,1805,962
l,1793,962
l,1807,1055
l,1770,1032
l,1945,1030
l,1637,967
l,1634,941
l,1595,915
l,1739,1107
l,1732,1093
l,1730,1072
l,1765,1132
l,1758,1149
l,1809,1128
l,1823,1128
l,1781,1123
l,1807,1200
l,1760,1205
l,1721,1188
l,1644,1216
l,1625,1146
l,1639,1149
l,1651,1069
l,1662,1051
l,1672,1030
l,1599,992
l,1583,1046
l,1553,1051
l,1536,1034
l,1529,1020
l,54,834
l,56,817
l,23,866
l,0,841
l,65,852
l,79,869
l,77,866
l,133,920
l,171,936
l,154,981
l,152,962
l,150,1004
l,220,997
l,252,1116
l,210,1156
l,185,1130
l,140,1188
l,138,1054
l,113,1021
l,84,1038
l,306,1089
l,334,1094
l,467,1013
l,217,1026
l,39,1149
l,97,1172
l,108,1125
l,74,1266
l,87,1258
l,108,1242
l,73,1229
l,199,1192
l,238,1216
l,199,1216
l,186,1213
l,183,1231
l,199,1234
l,199,1255
l,235,1266
l,264,1255
l,296,1281
l,352,1269
l,235,1312
l,238,1318
l,157,1258
l,165,1239
l,266,1234
l,317,1255
l,287,1360
l,266,1354
l,282,1386
l,141,1276
l,128,1281
l,175,1312
l,181,1359
l,444,1339
l,470,1368
l,604,906
l,676,841
l,726,898
l,527,780
l,565,621
l,671,597
l,243,1454
l,287,1436
l,389,1404
l,386,1462
l,426,1457
l,458,1488
l,475,1457
l,496,1479
l,596,1503
l,565,1467
l,679,1370
l,669,1386
l,664,1412
l,651,1436
l,750,1422
l,731,1419
l,724,1430
l,828,1339
l,867,1355
l,854,1370
l,865,1385
l,875,1394
l,891,1402
l,932,1372
l,898,1378
l,964,1399
l,995,1381
l,804,934
l,825,982
l,880,1020
l,906,1036
l,927,1007
l,1028,1055
l,989,1086
l,919,1089
l,1052,1148
l,1040,1141
l,1015,1130
l,1026,1104
l,1013,1154
l,1037,1174
l,1050,1219
l,1078,1281
l,1065,1265
l,1062,1253
l,961,1166
l,1128,992
l,1122,1008
l,1115,1031
l,1079,955
l,1237,961
l,1242,1133
l,1329,1174
l,1417,1159
l,1394,1239
l,1494,1260
l,1493,1200
l,240,1509
l,304,1464
l,340,1423
l,601,1415
l,588,1475
l,687,1511
l,760,1488
l,747,1551
l,768,1597
l,697,1556
l,661,1535
l,640,1537
l,614,1579
l,600,1547
l,578,1564
l,565,1581
l,613,1626
l,625,1646
l,734,1654
l,726,1699
l,758,1730
l,757,1725
l,886,1735
l,1036,1748
l,1126,1744
l,1131,1723
l,1178,1670
l,1173,1620
l,1185,1561
l,1147,1563
l,1136,1537
l,1144,1504
l,1097,1522
l,1091,1526
l,1086,1508
l,1005,1503
l,976,1472
l,898,1430
l,789,1428
l,820,1457
l,797,1443
l,784,1461
l,19,1396
l,76,1325
l,97,1308
l,128,1279
l,66,1500
l,97,1516
l,142,1534
l,154,1530
l,125,1581
l,73,1597
l,39,1602
l,47,1616
l,13,1569
l,42,1699
l,84,1665
l,78,1756
l,68,1795
l,95,1804
l,163,1769
l,186,1777
l,225,1691
l,214,1712
l,219,1586
l,223,1647
l,181,1675
l,288,1569
l,275,1587
l,308,1577
l,324,1610
l,282,1615
l,295,1654
l,324,1662
l,408,1545
l,429,1558
l,567,1584
l,624,1644
l,55,637
l,112,592
