V1,V2,V3
l,567,1283
l,555,1277
l,549,1263
l,538,1268
l,545,1285
l,530,1286
l,529,1296
l,549,1303
l,546,1322
l,526,1317
l,515,1317
l,503,1320
l,488,1320
l,475,1325
l,510,1336
l,515,1332
l,541,1334
l,536,1348
l,552,1364
l,570,1357
l,573,1346
l,583,1346
l,560,1346
l,568,1335
l,578,1329
l,578,1313
l,484,1381
l,498,1380
l,510,1369
l,509,1358
l,518,1352
l,511,1401
l,537,1387
l,480,1418
l,460,1422
l,448,1419
l,440,1416
l,454,1404
l,423,1416
l,418,1405
l,432,1393
l,415,1386
l,347,1408
l,352,1401
l,360,1389
l,375,1386
l,381,1372
l,334,1374
l,329,1415
l,341,1397
l,339,1340
l,353,1329
l,326,1345
l,341,1313
l,391,1344
l,384,1327
l,396,1316
l,397,1351
l,413,1342
l,424,1345
l,423,1363
l,430,1356
l,443,1346
l,404,1315
l,424,1311
l,421,1292
l,435,1276
l,403,1276
l,415,1267
l,392,1261
l,403,1260
l,380,1249
l,397,1243
l,413,1244
l,423,1236
l,444,1244
l,455,1238
l,465,1232
l,461,1221
l,443,1229
l,482,1215
l,492,1237
l,503,1243
l,503,1230
l,512,1235
l,516,1219
l,507,1216
l,511,1203
l,493,1204
l,523,1193
l,501,1201
l,505,1178
l,517,1172
l,493,1181
l,488,1170
l,477,1164
l,472,1156
l,484,1153
l,495,1155
l,672,1342
l,634,1364
l,640,1355
l,680,1299
l,687,1289
l,693,1282
l,701,1298
l,599,1313
l,646,1304
l,639,1295
l,172,1420
l,178,1426
l,189,1412
l,176,1401
l,153,1390
l,143,1390
l,186,1389
l,176,1374
l,193,1379
l,165,1350
l,165,1336
l,200,1362
l,183,1358
l,221,1363
l,221,1386
l,212,1378
l,213,1397
l,217,1431
l,204,1437
l,235,1438
l,251,1437
l,251,1414
l,266,1396
l,283,1396
l,273,1386
l,285,1421
l,292,1409
l,306,1391
l,286,1374
l,286,1368
l,302,1359
l,359,1273
l,338,1278
l,315,1279
l,323,1269
l,187,1330
l,196,1312
l,179,1294
l,176,1283
l,194,1294
l,211,1304
l,219,1319
l,236,1302
l,228,1329
l,252,1327
l,250,1289
l,258,1283
l,266,1271
l,279,1265
l,243,1275
l,247,1266
l,230,1269
l,217,1266
l,201,1259
l,230,1256
l,673,1015
l,684,1011
l,694,999
l,681,989
l,703,989
l,713,984
l,726,982
l,688,970
l,677,982
l,677,970
l,645,926
l,655,927
l,655,905
l,668,892
l,652,888
l,708,864
l,680,869
l,690,864
l,685,848
l,675,842
l,683,832
l,313,989
l,325,976
l,344,965
l,350,960
l,344,947
l,329,931
l,316,948
l,339,908
l,348,886
l,348,875
l,337,875
l,330,871
l,318,877
l,437,978
l,427,971
l,420,978
l,437,998
l,452,1001
l,467,934
l,499,902
l,529,890
l,539,854
l,535,845
l,532,862
l,520,861
l,502,863
l,501,854
l,509,844
l,503,836
l,511,828
l,519,799
l,545,806
l,547,822
l,559,828
l,576,839
l,589,840
l,595,829
l,593,819
l,587,806
l,569,793
l,560,796
l,398,1024
l,389,1001
l,380,988
l,371,977
l,380,962
l,389,953
l,389,941
l,400,939
l,414,941
l,410,930
l,425,924
l,429,915
l,442,918
l,443,930
l,443,943
l,394,983
l,362,1046
l,343,1019
l,332,1008
l,364,1027
l,352,1006
l,313,1002
l,273,1000
l,292,984
l,246,979
l,261,962
l,277,943
l,371,1102
l,343,1086
l,331,1092
l,342,1113
l,326,1109
l,330,1127
l,335,1151
l,314,1153
l,306,1133
l,302,1120
l,314,1115
l,286,1124
l,286,1144
l,274,1142
l,275,1132
l,315,1125
l,295,1119
l,370,1165
l,383,1179
l,397,1179
l,394,1167
l,431,1132
l,438,1107
l,439,1097
l,437,1075
l,452,1079
l,475,1051
l,494,981
l,511,977
l,505,965
l,495,960
l,480,956
l,500,938
l,534,938
l,548,933
l,548,919
l,563,916
l,583,921
l,599,945
l,592,950
l,603,968
l,612,970
l,612,978
l,626,989
l,623,979
l,642,976
l,638,984
l,639,991
l,588,1115
l,579,1105
l,581,1125
l,586,1013
l,598,1006
l,566,994
l,574,983
l,581,966
l,572,972
l,585,978
l,581,988
l,570,994
l,552,999
l,555,1006
l,540,984
l,552,978
l,557,970
l,552,956
l,537,962
l,529,949
l,542,948
l,560,941
l,540,926
l,328,1176
l,335,1183
l,332,1193
l,341,1198
l,312,1179
l,305,1193
l,297,1204
l,317,1207
l,309,1213
l,308,1229
l,319,1230
l,326,1223
l,341,1213
l,347,1234
l,340,1245
l,332,1257
l,345,1250
l,359,1234
l,365,1228
l,368,1241
l,358,1245
l,399,1229
l,379,1225
l,387,1201
l,370,1206
l,411,1222
l,399,1208
l,419,1211
l,412,1199
l,374,1286
l,369,1299
l,461,1293
l,459,1273
l,482,1261
l,494,1268
l,519,1275
l,509,1285
l,511,1296
l,589,1325
l,592,1332
l,615,1330
l,635,1333
l,666,1313
l,682,1326
l,700,1319
l,707,1304
l,711,1288
l,720,1284
l,717,1271
l,696,1251
l,702,1262
l,711,1250
l,708,1236
l,707,1224
l,713,1187
l,714,1171
l,709,1147
l,718,1137
l,728,1128
l,751,1121
l,740,1127
l,720,1206
l,730,1194
l,753,1194
l,743,1181
l,691,1162
l,251,1147
l,242,1161
l,260,1162
l,273,1164
l,265,1172
l,280,1174
l,288,1179
l,273,1187
l,261,1191
l,275,1208
l,265,1218
l,292,1239
l,284,1248
l,282,1240
l,299,1248
l,227,1142
l,209,1137
l,188,1127
l,172,1090
l,179,1065
l,186,1057
l,182,1082
l,166,1113
l,157,1122
l,169,1139
l,195,1149
l,182,1153
l,172,1162
l,206,1170
l,216,1165
l,220,1151
l,220,1174
l,228,1178
l,222,1190
l,243,1172
l,210,1190
l,203,1184
l,189,1188
l,195,1205
l,200,1212
l,206,1222
l,210,1236
l,202,1242
l,191,1234
l,180,1222
l,183,1208
l,170,1194
l,159,1181
l,148,1187
l,152,1198
l,163,1204
l,158,1218
l,146,1213
l,162,1236
l,155,1230
l,169,1229
l,234,1211
l,214,1207
l,254,1245
l,193,1279
l,192,1258
l,180,1256
l,186,1247
l,142,1273
l,143,1259
l,130,1253
l,141,1249
l,126,1228
l,115,1216
l,106,1198
l,120,1193
l,129,1205
l,135,1187
l,86,1246
l,146,1293
l,131,1303
l,113,1303
l,132,1324
l,120,1316
l,110,1326
l,120,1329
l,131,1367
l,118,1358
l,120,1390
l,140,1387
l,171,1396
l,136,1420
l,132,1403
l,123,1387
l,104,1396
l,90,1405
l,115,1411
l,163,1452
l,176,1474
l,273,1473
l,313,1487
l,345,1489
l,352,1497
l,338,1497
l,409,1455
l,427,1434
l,414,1426
l,461,1479
l,459,1463
l,526,1484
l,520,1463
l,536,1517
l,600,1526
l,626,1443
l,684,1417
l,790,1336
l,819,1343
l,888,1256
l,72,1207
l,80,1199
l,81,1189
l,97,1171
l,108,1164
l,110,1150
l,95,1155
l,83,1155
l,107,1125
l,125,1130
l,92,1135
l,84,1142
l,74,1147
l,67,1136
l,79,1131
l,83,1120
l,86,1109
l,107,1102
l,107,1088
l,568,874
l,567,882
l,611,896
l,588,873
l,629,872
l,621,859
l,619,839
l,615,845
l,631,837
l,631,825
l,630,816
l,612,803
l,614,787
l,617,781
l,670,816
l,672,805
l,664,809
l,682,820
l,686,809
l,701,823
l,714,817
l,723,826
l,746,826
l,746,816
l,729,806
l,732,798
l,731,812
l,724,786
l,722,789
l,741,769
l,789,762
l,817,787
l,594,669
l,603,684
l,613,685
l,678,678
l,799,995
l,821,1017
l,804,1006
l,816,1012
l,800,1018
l,797,1027
l,813,1031
l,804,1040
l,787,1012
l,798,973
l,802,961
l,785,950
l,785,937
l,776,911
l,222,992
l,239,982
l,257,977
l,274,974
l,283,1004
l,212,970
l,220,972
l,235,960
l,226,947
l,219,938
l,234,945
l,213,967
l,202,974
l,181,967
l,167,970
l,162,960
l,210,986
l,255,996
l,116,1040
l,120,1028
l,129,1028
l,140,1025
l,136,1014
l,114,1011
l,119,999
l,104,1005
l,107,1002
l,155,990
l,164,996
l,164,1008
l,151,976
l,140,980
l,129,985
l,127,974
l,117,974
l,110,985
l,106,973
l,108,964
l,95,961
l,92,954
l,88,1068
l,87,1049
l,95,1030
l,75,1009
l,68,1031
l,68,1046
l,79,1031
l,98,1068
l,78,1062
l,59,1084
l,63,1075
l,49,1078
l,49,1063
l,43,1053
l,27,1073
l,17,1079
l,21,1100
l,43,1098
l,55,1108
l,43,1118
l,37,1111
l,21,1102
l,7,1101
l,152,1015
l,203,998
l,276,942
l,290,1281
l,277,1281
l,275,1293
l,292,1288
l,317,1291
l,307,1303
l,305,1291
l,305,1276
l,255,1313
l,268,1308
l,288,1313
l,307,1326
l,297,1327
l,283,1327
l,269,1318
l,269,1334
l,269,1345
l,284,1350
l,227,1308
l,127,1279
l,102,1289
l,111,1279
l,99,1269
l,89,1281
l,82,1266
l,79,1281
l,70,1317
l,56,1314
l,43,1320
l,24,1333
l,13,1339
l,53,1355
l,64,1365
l,79,1366
l,92,1366
l,105,1368
l,61,1378
l,59,1385
l,32,1224
l,41,1203
l,29,1198
l,67,1169
l,48,1179
l,69,1177
l,335,925
l,327,914
l,304,912
l,302,888
l,292,897
l,290,914
l,278,900
l,279,911
l,279,921
l,269,918
l,267,907
l,266,891
l,286,884
l,267,876
l,245,855
l,252,871
l,241,874
l,227,926
l,219,920
l,223,905
l,216,912
l,204,918
l,204,903
l,216,893
l,242,898
l,258,923
l,258,915
l,227,877
l,224,867
l,230,859
l,259,861
l,315,847
l,313,838
l,325,827
l,328,814
l,334,818
l,345,824
l,333,829
l,330,840
l,349,837
l,356,825
l,361,860
l,350,857
l,339,858
l,395,878
l,407,874
l,416,865
l,422,852
l,446,872
l,444,864
l,435,867
l,423,878
l,444,883
l,430,892
l,453,892
l,459,878
l,487,881
l,491,859
l,475,858
l,473,867
l,491,859
l,648,873
l,678,911
l,706,923
l,716,913
l,718,926
l,721,941
l,726,963
l,746,906
l,701,885
l,726,1079
l,721,1092
l,706,1097
l,756,1039
l,741,1061
l,736,855
l,731,870
l,829,928
l,738,928
l,751,933
l,738,948
l,738,966
l,759,968
l,610,883
l,600,891
l,123,1127
l,65,1252
l,52,1257
l,40,1250
l,2,1270
l,448,822
l,435,811
l,448,809
l,462,808
l,475,813
l,491,819
l,499,811
l,452,849
l,412,844
l,397,821
l,400,811
l,388,816
l,382,782
l,396,792
l,405,792
l,418,786
l,425,793
l,447,795
l,452,784
l,469,776
l,472,788
l,481,782
l,496,785
l,503,778
l,493,773
l,494,756
l,508,761
l,517,758
l,528,773
l,526,782
l,517,770
l,506,771
l,515,782
l,499,795
l,485,797
l,363,787
l,378,759
l,384,751
l,380,740
l,367,736
l,357,739
l,361,729
l,346,728
l,336,733
l,352,717
l,359,717
l,349,706
l,385,715
l,390,727
l,402,696
l,464,704
l,465,685
l,472,698
l,485,705
l,472,718
l,494,724
l,491,735
l,476,741
l,525,723
l,510,713
l,519,698
l,465,687
l,485,666
l,482,679
l,474,667
l,465,676
l,462,666
l,454,655
l,445,670
l,503,667
l,509,677
l,517,662
l,536,687
l,534,711
l,544,705
l,551,713
l,548,727
l,574,719
l,567,729
l,579,735
l,592,739
l,601,745
l,592,753
l,584,750
l,561,761
l,574,764
l,583,771
l,590,785
l,563,778
l,549,818
l,560,813
l,571,807
l,572,820
l,1,1269
l,31,1028
l,19,1028
l,22,1013
l,43,1007
l,71,952
l,58,955
l,60,944
l,145,952
l,175,944
l,162,941
l,164,928
l,209,955
l,201,945
l,218,939
l,292,967
l,338,956
l,371,940
l,379,947
l,354,969
l,341,978
l,366,988
l,407,996
l,400,1005
l,419,998
l,406,974
l,457,968
l,447,982
l,483,995
l,472,973
l,483,957
l,468,947
l,483,938
l,520,990
l,524,1004
l,533,1008
l,538,1013
l,527,1019
l,482,996
l,236,964
l,241,871
l,259,838
l,257,825
l,244,832
l,232,838
l,230,828
l,238,808
l,268,804
l,275,793
l,311,784
l,328,786
l,354,778
l,358,788
l,363,810
l,362,801
l,348,797
l,324,793
l,337,793
l,341,781
l,335,773
l,389,839
l,394,849
l,360,838
l,367,850
l,373,843
l,360,860
l,367,827
l,766,709
l,782,688
l,759,683
l,752,674
l,728,641
l,721,631
l,705,629
l,698,619
l,833,709
l,849,756
l,850,768
l,836,791
l,829,802
l,827,775
l,816,868
l,642,560
l,610,533
l,584,536
l,571,529
l,557,520
l,538,509
l,541,523
l,578,570
l,568,545
l,605,573
l,603,557
l,589,552
l,613,590
l,616,583
l,600,583
l,592,574
l,587,589
l,599,596
l,618,600
l,590,606
l,561,586
l,15,660
l,50,656
l,50,644
l,66,648
